first_name,last_name,gender,major,year,email,dollar_limit,prob_of_activity,prob_of_comment,prob_of_like,ethnicity,age,image_url
flenn,steward,male,CS,Senior,flenn.steward39@example.com,9,0.3137,0.3921,0.2917,Vulcan,25,http://api.randomuser.me/portraits/thumb/men/57.jpg
rebecca,young,female,ECE,Senior,rebecca.young32@example.com,7,0.151,0.2788,0.6288,Klingon,23,http://api.randomuser.me/portraits/thumb/women/77.jpg
duane,graham,male,ECE,Junior,duane.graham31@example.com,7,0.364,0.5727,0.31,Klingon,21,http://api.randomuser.me/portraits/thumb/men/57.jpg
soham,little,male,ECE,Freshman,soham.little93@example.com,10,0.2583,0.2235,0.7209,Human,21,http://api.randomuser.me/portraits/thumb/men/58.jpg
gabriella,stephens,female,Civil,Senior,gabriella.stephens74@example.com,6,0.1373,0.4586,0.1262,Klingon,28,http://api.randomuser.me/portraits/thumb/women/85.jpg
bruce,simmons,male,Media,Freshman,bruce.simmons36@example.com,5,0.1441,0.1294,0.3996,Human,27,http://api.randomuser.me/portraits/thumb/men/58.jpg
leta,allen,female,Architecture,Freshman,leta.allen43@example.com,5,0.4363,0.2582,0.1789,Romulan,27,http://api.randomuser.me/portraits/thumb/women/25.jpg
bill,price,male,Media,Grad,bill.price37@example.com,5,0.0991,0.6834,0.9441,Vulcan,28,http://api.randomuser.me/portraits/thumb/men/58.jpg
raymond,johnson,male,Aerospace,Sophomore,raymond.johnson20@example.com,5,0.1895,0.1573,0.8416,Klingon,23,http://api.randomuser.me/portraits/thumb/men/58.jpg
megan,richards,female,Architecture,Senior,megan.richards40@example.com,11,0.3048,0.563,0.0839,Human,22,http://api.randomuser.me/portraits/thumb/women/76.jpg
chester,morgan,male,CS,Sophomore,chester.morgan26@example.com,7,0.1347,0.5601,0.263,Martian,19,http://api.randomuser.me/portraits/thumb/men/58.jpg
tony,rose,male,Architecture,Sophomore,tony.rose43@example.com,11,0.2851,0.0298,0.6748,Romulan,26,http://api.randomuser.me/portraits/thumb/men/58.jpg
christopher,terry,male,Aerospace,Freshman,christopher.terry44@example.com,5,0.1477,0.4797,0.922,Vulcan,20,http://api.randomuser.me/portraits/thumb/men/58.jpg
naomi,brown,female,Media,Grad,naomi.brown34@example.com,10,0.316,0.066,0.8933,Romulan,27,http://api.randomuser.me/portraits/thumb/women/48.jpg
esther,burns,female,ECE,PhD,esther.burns52@example.com,9,0.1571,0.3455,0.2995,Klingon,22,http://api.randomuser.me/portraits/thumb/women/74.jpg
amber,lawrence,female,Media,Grad,amber.lawrence30@example.com,9,0.4168,0.2461,0.6137,Martian,25,http://api.randomuser.me/portraits/thumb/women/33.jpg
david,may,male,ECE,Freshman,david.may37@example.com,11,0.3797,0.4182,0.6256,Romulan,18,http://api.randomuser.me/portraits/thumb/men/58.jpg
andrew,terry,male,Mech,Senior,andrew.terry55@example.com,7,0.4926,0.1419,0.181,Martian,23,http://api.randomuser.me/portraits/thumb/men/58.jpg
tiffany,hansen,female,Civil,Sophomore,tiffany.hansen57@example.com,6,0.3359,0.3421,0.1761,Romulan,27,http://api.randomuser.me/portraits/thumb/women/73.jpg
annette,baker,female,ECE,Junior,annette.baker61@example.com,10,0.4877,0.3313,0.9221,Vulcan,18,http://api.randomuser.me/portraits/thumb/women/22.jpg
victoria,rose,female,Media,Freshman,victoria.rose41@example.com,7,0.3528,0.2475,0.2031,Klingon,21,http://api.randomuser.me/portraits/thumb/women/31.jpg
julia,fisher,female,Civil,Senior,julia.fisher16@example.com,8,0.2872,0.4207,0.1651,Klingon,26,http://api.randomuser.me/portraits/thumb/women/59.jpg
brennan,newman,male,Aerospace,PhD,brennan.newman74@example.com,6,0.0584,0.0765,0.0943,Martian,28,http://api.randomuser.me/portraits/thumb/men/58.jpg
rhonda,scott,female,Civil,Junior,rhonda.scott28@example.com,8,0.3187,0.2943,0.9757,Martian,21,http://api.randomuser.me/portraits/thumb/women/80.jpg
brett,lambert,male,ECE,PhD,brett.lambert47@example.com,6,0.2123,0.2558,0.0916,Human,27,http://api.randomuser.me/portraits/thumb/men/58.jpg
april,riley,female,ECE,Sophomore,april.riley43@example.com,6,0.0336,0.0662,0.0591,Klingon,28,http://api.randomuser.me/portraits/thumb/women/69.jpg
charles,jones,male,ECE,PhD,charles.jones83@example.com,8,0.4658,0.5274,0.229,Vulcan,26,http://api.randomuser.me/portraits/thumb/men/58.jpg
annie,ryan,female,Aerospace,Junior,annie.ryan36@example.com,5,0.4513,0.0906,0.5915,Vulcan,25,http://api.randomuser.me/portraits/thumb/women/56.jpg
george,barrett,male,ECE,Junior,george.barrett52@example.com,6,0.4004,0.0872,0.5413,Martian,17,http://api.randomuser.me/portraits/thumb/men/58.jpg
greg,hill,male,ECE,Junior,greg.hill11@example.com,8,0.3623,0.1416,0.8034,Romulan,18,http://api.randomuser.me/portraits/thumb/men/58.jpg
melissa,garcia,female,Aerospace,Freshman,melissa.garcia58@example.com,7,0.1247,0.324,0.6708,Vulcan,25,http://api.randomuser.me/portraits/thumb/women/65.jpg
anita,hall,female,Mech,Junior,anita.hall73@example.com,11,0.1331,0.4082,0.6112,Romulan,18,http://api.randomuser.me/portraits/thumb/women/96.jpg
johnny,jones,male,Aerospace,Grad,johnny.jones98@example.com,9,0.0141,0.17,0.0251,Klingon,19,http://api.randomuser.me/portraits/thumb/men/59.jpg
amber,bates,female,ECE,Freshman,amber.bates95@example.com,5,0.4001,0.0001,0.4787,Klingon,17,http://api.randomuser.me/portraits/thumb/women/61.jpg
peter,bates,male,Architecture,Junior,peter.bates77@example.com,10,0.4514,0.0886,0.3078,Vulcan,24,http://api.randomuser.me/portraits/thumb/men/59.jpg
sean,dean,male,Mech,Freshman,sean.dean94@example.com,5,0.0384,0.6685,0.5024,Vulcan,23,http://api.randomuser.me/portraits/thumb/men/59.jpg
dana,simmmons,female,Civil,Junior,dana.simmmons34@example.com,10,0.2686,0.0847,0.5794,Romulan,23,http://api.randomuser.me/portraits/thumb/women/15.jpg
rosemary,james,female,Architecture,Grad,rosemary.james62@example.com,8,0.219,0.2637,0.0838,Martian,28,http://api.randomuser.me/portraits/thumb/women/8.jpg
jessica,ross,female,Architecture,Senior,jessica.ross86@example.com,9,0.1068,0.1308,0.7789,Romulan,23,http://api.randomuser.me/portraits/thumb/women/28.jpg
karl,sanchez,male,Media,Grad,karl.sanchez38@example.com,11,0.3417,0.3353,0.2667,Vulcan,26,http://api.randomuser.me/portraits/thumb/men/59.jpg
kirk,banks,male,Aerospace,Freshman,kirk.banks10@example.com,5,0.0154,0.1868,0.4125,Martian,28,http://api.randomuser.me/portraits/thumb/men/6.jpg
riley,peterson,female,ECE,Sophomore,riley.peterson55@example.com,11,0.1426,0.2204,0.6502,Vulcan,21,http://api.randomuser.me/portraits/thumb/women/24.jpg
amanda,carroll,female,Mech,Grad,amanda.carroll16@example.com,11,0.3894,0.0175,0.7255,Klingon,21,http://api.randomuser.me/portraits/thumb/women/62.jpg
peggy,bates,female,Civil,Junior,peggy.bates77@example.com,9,0.1994,0.654,0.1903,Vulcan,29,http://api.randomuser.me/portraits/thumb/women/14.jpg
delores,wright,female,Architecture,PhD,delores.wright37@example.com,10,0.4997,0.2607,0.2382,Romulan,19,http://api.randomuser.me/portraits/thumb/women/20.jpg
marion,mcdonalid,male,Aerospace,Junior,marion.mcdonalid25@example.com,5,0.0992,0.5729,0.0658,Human,23,http://api.randomuser.me/portraits/thumb/men/6.jpg
susan,hunt,female,Architecture,Grad,susan.hunt55@example.com,6,0.2162,0.4169,0.9151,Human,25,http://api.randomuser.me/portraits/thumb/women/37.jpg
morris,hoffman,male,Media,Freshman,morris.hoffman72@example.com,10,0.2429,0.0477,0.9736,Vulcan,24,http://api.randomuser.me/portraits/thumb/men/6.jpg
clyde,medina,male,Media,Sophomore,clyde.medina17@example.com,8,0.2746,0.5221,0.4956,Klingon,21,http://api.randomuser.me/portraits/thumb/men/6.jpg
cathy,cunningham,female,CS,Senior,cathy.cunningham89@example.com,10,0.4835,0.1479,0.481,Human,24,http://api.randomuser.me/portraits/thumb/women/33.jpg
shane,anderson,male,Civil,Senior,shane.anderson25@example.com,6,0.1793,0.6371,0.0855,Human,25,http://api.randomuser.me/portraits/thumb/men/6.jpg
allen,watts,male,ECE,Senior,allen.watts41@example.com,11,0.0239,0.4012,0.397,Martian,23,http://api.randomuser.me/portraits/thumb/men/6.jpg
genesis,oliver,female,Architecture,Freshman,genesis.oliver30@example.com,9,0.2197,0.1991,0.3116,Vulcan,22,http://api.randomuser.me/portraits/thumb/women/63.jpg
anna,vasquez,female,Aerospace,Senior,anna.vasquez27@example.com,6,0.4931,0.4437,0.3159,Romulan,22,http://api.randomuser.me/portraits/thumb/women/4.jpg
john,chavez,male,ECE,Freshman,john.chavez15@example.com,7,0.0228,0.3758,0.4001,Vulcan,23,http://api.randomuser.me/portraits/thumb/men/6.jpg
nelson,snyder,male,ECE,Freshman,nelson.snyder33@example.com,11,0.304,0.281,0.4229,Klingon,29,http://api.randomuser.me/portraits/thumb/men/6.jpg
sylvia,hunt,female,Aerospace,Senior,sylvia.hunt24@example.com,7,0.403,0.3525,0.9443,Romulan,27,http://api.randomuser.me/portraits/thumb/women/82.jpg
mattie,fields,female,Mech,Sophomore,mattie.fields27@example.com,5,0.3516,0.0842,0.7685,Martian,24,http://api.randomuser.me/portraits/thumb/women/42.jpg
enrique,kelly,male,Aerospace,PhD,enrique.kelly12@example.com,5,0.4546,0.5474,0.829,Vulcan,22,http://api.randomuser.me/portraits/thumb/men/6.jpg
alexis,duncan,female,Civil,Senior,alexis.duncan67@example.com,8,0.4703,0.4669,0.2405,Vulcan,27,http://api.randomuser.me/portraits/thumb/women/10.jpg
brittany,romero,female,Media,Junior,brittany.romero18@example.com,9,0.3102,0.1512,0.8624,Romulan,28,http://api.randomuser.me/portraits/thumb/women/37.jpg
julia,stone,female,CS,Freshman,julia.stone71@example.com,11,0.2499,0.2091,0.7941,Klingon,19,http://api.randomuser.me/portraits/thumb/women/58.jpg
ritthy,schmidt,male,Aerospace,Sophomore,ritthy.schmidt38@example.com,10,0.3273,0.5244,0.023,Romulan,24,http://api.randomuser.me/portraits/thumb/men/6.jpg
michelle,flores,female,ECE,Senior,michelle.flores45@example.com,11,0.2113,0.1644,0.5212,Vulcan,23,http://api.randomuser.me/portraits/thumb/women/30.jpg
ricardo,evans,male,CS,Senior,ricardo.evans35@example.com,6,0.2533,0.3085,0.7697,Vulcan,28,http://api.randomuser.me/portraits/thumb/men/6.jpg
edward,moore,male,Civil,Sophomore,edward.moore46@example.com,11,0.3976,0.6952,0.9223,Martian,23,http://api.randomuser.me/portraits/thumb/men/6.jpg
jeffery,hawkins,male,Mech,Freshman,jeffery.hawkins93@example.com,5,0.2905,0.6634,0.3812,Martian,20,http://api.randomuser.me/portraits/thumb/men/60.jpg
brittany,adams,female,Media,Sophomore,brittany.adams22@example.com,8,0.1181,0.5874,0.043,Vulcan,28,http://api.randomuser.me/portraits/thumb/women/51.jpg
lee,harvey,male,Mech,Grad,lee.harvey50@example.com,10,0.4466,0.555,0.4266,Vulcan,18,http://api.randomuser.me/portraits/thumb/men/60.jpg
christine,brewer,female,Architecture,Junior,christine.brewer24@example.com,5,0.4709,0.1742,0.0569,Martian,19,http://api.randomuser.me/portraits/thumb/women/36.jpg
brian,hill,male,Mech,Freshman,brian.hill68@example.com,5,0.1148,0.6886,0.1336,Human,28,http://api.randomuser.me/portraits/thumb/men/60.jpg
craig,day,male,ECE,Junior,craig.day45@example.com,11,0.4754,0.2815,0.6544,Human,23,http://api.randomuser.me/portraits/thumb/men/60.jpg
lisa,washington,female,ECE,Sophomore,lisa.washington78@example.com,8,0.0931,0.6122,0.551,Vulcan,27,http://api.randomuser.me/portraits/thumb/women/53.jpg
carmen,long,female,Architecture,Grad,carmen.long80@example.com,7,0.2832,0.1015,0.8698,Human,20,http://api.randomuser.me/portraits/thumb/women/43.jpg
kathy,garza,female,CS,Junior,kathy.garza41@example.com,11,0.138,0.2553,0.7986,Romulan,24,http://api.randomuser.me/portraits/thumb/women/94.jpg
brett,brown,male,Mech,Senior,brett.brown88@example.com,9,0.4361,0.394,0.8027,Martian,23,http://api.randomuser.me/portraits/thumb/men/60.jpg
duane,newman,male,ECE,Senior,duane.newman33@example.com,11,0.4149,0.692,0.064,Vulcan,28,http://api.randomuser.me/portraits/thumb/men/60.jpg
violet,gibson,female,Civil,PhD,violet.gibson40@example.com,10,0.3569,0.4532,0.1675,Vulcan,20,http://api.randomuser.me/portraits/thumb/women/34.jpg
same,allen,male,Civil,PhD,same.allen70@example.com,8,0.4086,0.0691,0.2751,Klingon,27,http://api.randomuser.me/portraits/thumb/men/60.jpg
ricky,long,male,Architecture,PhD,ricky.long88@example.com,6,0.1959,0.5789,0.0682,Vulcan,24,http://api.randomuser.me/portraits/thumb/men/60.jpg
rosa,taylor,female,CS,Grad,rosa.taylor78@example.com,7,0.0613,0.5218,0.1366,Klingon,20,http://api.randomuser.me/portraits/thumb/women/53.jpg
freddie,castillo,male,Civil,Sophomore,freddie.castillo36@example.com,8,0.4421,0.4013,0.0911,Klingon,18,http://api.randomuser.me/portraits/thumb/men/60.jpg
jonathan,marshall,male,Mech,Sophomore,jonathan.marshall14@example.com,10,0.3469,0.2876,0.9202,Martian,27,http://api.randomuser.me/portraits/thumb/men/60.jpg
carter,jenkins,male,Aerospace,PhD,carter.jenkins35@example.com,6,0.1593,0.3694,0.4486,Martian,18,http://api.randomuser.me/portraits/thumb/men/60.jpg
anita,carr,female,Aerospace,Sophomore,anita.carr92@example.com,6,0.0911,0.6588,0.2419,Human,20,http://api.randomuser.me/portraits/thumb/women/30.jpg
jamie,russell,female,Architecture,Grad,jamie.russell47@example.com,11,0.146,0.4007,0.7694,Romulan,26,http://api.randomuser.me/portraits/thumb/women/29.jpg
lawrence,wilson,male,Architecture,Junior,lawrence.wilson52@example.com,10,0.4906,0.0407,0.5131,Romulan,24,http://api.randomuser.me/portraits/thumb/men/60.jpg
randall,rice,male,Mech,Junior,randall.rice66@example.com,5,0.1453,0.237,0.4857,Human,27,http://api.randomuser.me/portraits/thumb/men/60.jpg
marjorie,robinson,female,Mech,Senior,marjorie.robinson37@example.com,9,0.1962,0.4587,0.9176,Vulcan,23,http://api.randomuser.me/portraits/thumb/women/90.jpg
todd,crawford,male,ECE,PhD,todd.crawford30@example.com,9,0.0153,0.3222,0.7455,Vulcan,19,http://api.randomuser.me/portraits/thumb/men/60.jpg
lorraine,griffin,female,Mech,Senior,lorraine.griffin43@example.com,11,0.1912,0.2899,0.8957,Martian,22,http://api.randomuser.me/portraits/thumb/women/45.jpg
diana,pierce,female,Architecture,Grad,diana.pierce81@example.com,11,0.4858,0.1441,0.3522,Klingon,17,http://api.randomuser.me/portraits/thumb/women/78.jpg
stephanie,horton,female,ECE,Senior,stephanie.horton47@example.com,8,0.3573,0.3367,0.9246,Human,25,http://api.randomuser.me/portraits/thumb/women/51.jpg
shawn,garrett,male,Mech,Grad,shawn.garrett29@example.com,10,0.1478,0.3318,0.9185,Klingon,17,http://api.randomuser.me/portraits/thumb/men/60.jpg
ritthy,coleman,male,Media,Freshman,ritthy.coleman59@example.com,10,0.3508,0.6351,0.5887,Klingon,18,http://api.randomuser.me/portraits/thumb/men/61.jpg
flenn,jennings,male,ECE,Grad,flenn.jennings90@example.com,10,0.0071,0.6644,0.5217,Klingon,20,http://api.randomuser.me/portraits/thumb/men/61.jpg
miguel,lane,male,ECE,Freshman,miguel.lane58@example.com,8,0.0419,0.061,0.1502,Vulcan,28,http://api.randomuser.me/portraits/thumb/men/61.jpg
danielle,jordan,female,CS,Junior,danielle.jordan24@example.com,6,0.0916,0.3777,0.8013,Romulan,17,http://api.randomuser.me/portraits/thumb/women/25.jpg
eva,tucker,female,Architecture,Junior,eva.tucker61@example.com,8,0.3597,0.2172,0.9948,Klingon,24,http://api.randomuser.me/portraits/thumb/women/62.jpg
everett,jackson,male,Media,PhD,everett.jackson82@example.com,10,0.2801,0.5732,0.127,Human,22,http://api.randomuser.me/portraits/thumb/men/61.jpg
norman,hunter,male,ECE,PhD,norman.hunter88@example.com,10,0.4474,0.0058,0.2294,Martian,22,http://api.randomuser.me/portraits/thumb/men/61.jpg
guy,fuller,male,CS,Sophomore,guy.fuller17@example.com,6,0.1745,0.5114,0.7128,Human,19,http://api.randomuser.me/portraits/thumb/men/61.jpg
tina,george,female,Mech,PhD,tina.george37@example.com,8,0.0774,0.3693,0.1525,Vulcan,18,http://api.randomuser.me/portraits/thumb/women/54.jpg
eileen,king,female,CS,Senior,eileen.king61@example.com,6,0.0412,0.6478,0.2124,Vulcan,27,http://api.randomuser.me/portraits/thumb/women/2.jpg
bryan,brown,male,Media,Senior,bryan.brown34@example.com,6,0.2644,0.6461,0.4468,Vulcan,18,http://api.randomuser.me/portraits/thumb/men/61.jpg
kristin,sanchez,female,Civil,Senior,kristin.sanchez56@example.com,10,0.1278,0.5838,0.4216,Klingon,23,http://api.randomuser.me/portraits/thumb/women/5.jpg
raymond,harrison,male,ECE,Junior,raymond.harrison83@example.com,6,0.4348,0.3435,0.0374,Human,19,http://api.randomuser.me/portraits/thumb/men/61.jpg
roberto,jordan,male,Civil,Grad,roberto.jordan64@example.com,11,0.2354,0.4258,0.884,Romulan,21,http://api.randomuser.me/portraits/thumb/men/61.jpg
carmen,ross,female,Media,Senior,carmen.ross92@example.com,10,0.1049,0.313,0.2943,Martian,22,http://api.randomuser.me/portraits/thumb/women/34.jpg
sheila,fletcher,female,Aerospace,Senior,sheila.fletcher29@example.com,7,0.1148,0.5644,0.6033,Romulan,28,http://api.randomuser.me/portraits/thumb/women/69.jpg
marion,king,male,Media,Sophomore,marion.king71@example.com,11,0.3558,0.57,0.4622,Vulcan,29,http://api.randomuser.me/portraits/thumb/men/61.jpg
beverley,griffin,female,Architecture,PhD,beverley.griffin97@example.com,8,0.1844,0.015,0.9917,Klingon,23,http://api.randomuser.me/portraits/thumb/women/46.jpg
daryl,fletcher,male,ECE,Junior,daryl.fletcher54@example.com,8,0.0908,0.4952,0.1659,Vulcan,24,http://api.randomuser.me/portraits/thumb/men/61.jpg
james,harper,male,ECE,Sophomore,james.harper40@example.com,7,0.2135,0.6828,0.8065,Martian,18,http://api.randomuser.me/portraits/thumb/men/61.jpg
willie,gonzalez,male,Civil,Grad,willie.gonzalez66@example.com,10,0.1991,0.0049,0.4753,Romulan,22,http://api.randomuser.me/portraits/thumb/men/61.jpg
carter,thomas,male,Aerospace,Junior,carter.thomas29@example.com,10,0.2053,0.5038,0.853,Vulcan,23,http://api.randomuser.me/portraits/thumb/men/61.jpg
terra,lawrence,female,Civil,Junior,terra.lawrence39@example.com,9,0.0373,0.0313,0.0529,Klingon,23,http://api.randomuser.me/portraits/thumb/women/73.jpg
roy,ray,male,Mech,PhD,roy.ray79@example.com,10,0.3566,0.2315,0.2525,Human,20,http://api.randomuser.me/portraits/thumb/men/61.jpg
ronnie,brooks,male,Aerospace,Grad,ronnie.brooks63@example.com,6,0.1859,0.0255,0.802,Klingon,18,http://api.randomuser.me/portraits/thumb/men/62.jpg
louis,black,male,Media,Grad,louis.black63@example.com,8,0.0005,0.2617,0.2019,Romulan,21,http://api.randomuser.me/portraits/thumb/men/62.jpg
brayden,fernandez,male,Aerospace,Grad,brayden.fernandez69@example.com,5,0.3354,0.4458,0.3978,Romulan,24,http://api.randomuser.me/portraits/thumb/men/62.jpg
minnie,burke,female,Architecture,PhD,minnie.burke72@example.com,6,0.4609,0.0224,0.656,Martian,29,http://api.randomuser.me/portraits/thumb/women/94.jpg
dianne,beck,female,Media,Junior,dianne.beck46@example.com,11,0.1077,0.2942,0.5926,Romulan,19,http://api.randomuser.me/portraits/thumb/women/53.jpg
evan,steward,male,Civil,Junior,evan.steward85@example.com,7,0.4519,0.5143,0.1916,Martian,19,http://api.randomuser.me/portraits/thumb/men/62.jpg
rose,crawford,female,Civil,Freshman,rose.crawford71@example.com,11,0.2719,0.3988,0.0778,Klingon,25,http://api.randomuser.me/portraits/thumb/women/46.jpg
kyle,jimenez,male,Media,Grad,kyle.jimenez27@example.com,7,0.1133,0.3688,0.8837,Human,27,http://api.randomuser.me/portraits/thumb/men/62.jpg
brianna,moreno,female,CS,Sophomore,brianna.moreno99@example.com,10,0.4704,0.3755,0.8604,Human,17,http://api.randomuser.me/portraits/thumb/women/19.jpg
alyssa,shelton,female,CS,Grad,alyssa.shelton97@example.com,6,0.0549,0.6951,0.2403,Klingon,19,http://api.randomuser.me/portraits/thumb/women/82.jpg
meghan,day,female,Civil,PhD,meghan.day84@example.com,9,0.1877,0.2391,0.9409,Human,27,http://api.randomuser.me/portraits/thumb/women/64.jpg
riley,howell,female,CS,Freshman,riley.howell95@example.com,9,0.4074,0.4091,0.1143,Human,19,http://api.randomuser.me/portraits/thumb/women/92.jpg
arnold,steward,male,Media,Freshman,arnold.steward93@example.com,6,0.4041,0.0346,0.0597,Romulan,22,http://api.randomuser.me/portraits/thumb/men/62.jpg
lucy,neal,female,ECE,Freshman,lucy.neal27@example.com,11,0.0553,0.2009,0.5468,Vulcan,21,http://api.randomuser.me/portraits/thumb/women/32.jpg
jeffery,murphy,male,Civil,Junior,jeffery.murphy75@example.com,9,0.4482,0.2837,0.2853,Romulan,17,http://api.randomuser.me/portraits/thumb/men/62.jpg
